id,mips
2499,2273
2500,8169
2501,7566
2502,2179
2503,6396
2504,8352
2505,2132
2506,2217
2507,3535
2508,4372
2509,6838
2510,8289
2511,3869
2512,7681
2513,6576
2514,9057
2515,4939
2516,4610
2517,8906
2518,7854
2519,7900
2520,6589
2521,7008
2522,8705
2523,2151
2524,6360
2525,8869
2526,4260
2527,2724
2528,1991
2529,8509
2530,6422
2531,7531
2532,3089
2533,5706
2534,7587
2535,9483
2536,1548
2537,8097
2538,7957
2539,3878
2540,3701
2541,5928
2542,6264
2543,5466
2544,1967
2545,5083
2546,4894
2547,2414
2548,2383
2549,9972
2550,3876
2551,3741
2552,1196
2553,3790
2554,7988
2555,1271
2556,2804
2557,2473
2558,5562
2559,8763
2560,8123
2561,3154
2562,2568
2563,3316
2564,8129
2565,1886
2566,1652
2567,2264
2568,8841
2569,8825
2570,9730
2571,4319
2572,5685
2573,6313
2574,7449
2575,7924
2576,6618
2577,3403
2578,2258
2579,8578
2580,6876
2581,3545
2582,2042
2583,3265
2584,5772
2585,1322
2586,7657
2587,4875
2588,9768
2589,1205
2590,1162
2591,8961
2592,9611
2593,6093
2594,6234
2595,8424
2596,5257
2597,7626
2598,3942
2599,7111
2600,4217
2601,8569
2602,4584
2603,8660
2604,2502
2605,5275
2606,3894
2607,7618
2608,3861
2609,7598
2610,6869
2611,1882
2612,7925
2613,4647
2614,2546
2615,3329
2616,7937
2617,5269
2618,3368
2619,1578
2620,8181
2621,9764
2622,8591
2623,1239
2624,1413
2625,6545
2626,4490
2627,8055
2628,6743
2629,4147
2630,9322
2631,7844
2632,4679
2633,9756
2634,4068
2635,4606
2636,7227
2637,6018
2638,3169
2639,6073
2640,3077
2641,7736
2642,8349
2643,2942
2644,9755
2645,6945
2646,2208
2647,1273
2648,8276
2649,1058
2650,8508
2651,2435
2652,4671
2653,1862
2654,7981
2655,2710
2656,3031
2657,4039
2658,6328
2659,9497
2660,8182
2661,8303
2662,1286
2663,4792
2664,1723
2665,2027
2666,1883
2667,8464
2668,6090
2669,6151
2670,8237
2671,6735
2672,9083
2673,7991
2674,4245
2675,1091
2676,2273
2677,8690
2678,5775
2679,4298
2680,9881
2681,6845
2682,5312
2683,8672
2684,4239
2685,8852
2686,9139
2687,3060
2688,9002
2689,7237
2690,9092
2691,8838
2692,1974
2693,1582
2694,2152
2695,4306
2696,7312
2697,7538
2698,3605
2699,2799
2700,5801
2701,2400
2702,6855
2703,2641
2704,8671
2705,2080
2706,6548
2707,3307
2708,8866
2709,7632
2710,1359
2711,4839
2712,4486
2713,9915
2714,5958
2715,7847
2716,8378
2717,5584
2718,5756
2719,2524
2720,9896
2721,1560
2722,4811
2723,9492
2724,5817
2725,9855
2726,7018
2727,9271
2728,1773
2729,5670
2730,5276
2731,6383
2732,2080
2733,9448
2734,6381
2735,9898
2736,6229
2737,3515
2738,5748
2739,2347
2740,1050
2741,4285
2742,2123
2743,9474
2744,9547
2745,3790
2746,3313
2747,8206
2748,3263
2749,5308
2750,2196
2751,9397
2752,5477
2753,4821
2754,1311
2755,3928
2756,9226
2757,6736
2758,2112
2759,7551
2760,2706
2761,1734
2762,4150
2763,7160
2764,5461
2765,5477
2766,1502
2767,1910
2768,5467
2769,4465
2770,5473
2771,8960
2772,8532
2773,7425
2774,7889
2775,7596
2776,7102
2777,1335
2778,6517
2779,5837
2780,2152
2781,3147
2782,1449
2783,9631
2784,5967
2785,6987
2786,1916
2787,3419
2788,9733
2789,1335
2790,1723
2791,2869
2792,9777
2793,6501
2794,7549
2795,7009
2796,7198
2797,5239
2798,2045
2799,8268
2800,2946
2801,6507
2802,7182
2803,1765
2804,7558
2805,3189
2806,5157
2807,3095
2808,5793
2809,3755
2810,9342
2811,8963
2812,9514
2813,2252
2814,9328
2815,4903
2816,3374
2817,4523
2818,5202
2819,7300
2820,1604
2821,6533
2822,7414
2823,2774
2824,9004
2825,9709
2826,2112
2827,5796
2828,4070
2829,4214
2830,1554
2831,9889
2832,5977
2833,5017
2834,9656
2835,8820
2836,2325
2837,4714
2838,1594
2839,1872
2840,5140
2841,8544
2842,4220
2843,7691
2844,8582
2845,3931
2846,3018
2847,5734
2848,4687
2849,6841
2850,9513
2851,2527
2852,6369
2853,2849
2854,9826
2855,8649
2856,2563
2857,2547
2858,6897
2859,1271
2860,4094
2861,2567
2862,1628
2863,7146
2864,6604
2865,2771
2866,3315
2867,7130
2868,9649
2869,3354
2870,2056
2871,4613
2872,5334
2873,3954
2874,3528
2875,1081
2876,6624
2877,9032
2878,8633
2879,4915
2880,3647
2881,9035
2882,8182
2883,6691
2884,9786
2885,1863
2886,6081
2887,6873
2888,2622
2889,8065
2890,6302
2891,3465
2892,7810
2893,2532
2894,1082
2895,7122
2896,5615
2897,2644
2898,6361
2899,2211
2900,9613
2901,8385
2902,4189
2903,1946
2904,7017
2905,3209
2906,1643
2907,7461
2908,8203
2909,6677
2910,7707
2911,1768
2912,8573
2913,8134
2914,8840
2915,9727
2916,9998
2917,1649
2918,7029
2919,5702
2920,7971
2921,8429
2922,7047
2923,7435
2924,7776
2925,3558
2926,4893
2927,6928
2928,6896
2929,9912
2930,1265
2931,5370
2932,5010
2933,3705
2934,9588
2935,3003
2936,9686
2937,8357
2938,7780
2939,3772
2940,7911
2941,7776
2942,9965
2943,2658
2944,4942
2945,6672
2946,5678
2947,3032
2948,3871
2949,1786
2950,3360
2951,2703
2952,2303
2953,6019
2954,7931
2955,2750
2956,2506
2957,3814
2958,8839
2959,9650
2960,2777
2961,2176
2962,7984
2963,1703
2964,3030
2965,1220
2966,9534
2967,6496
2968,2006
2969,1573
2970,2921
2971,9163
2972,3432
2973,3376
2974,3155
2975,8090
2976,9173
2977,9893
2978,7392
2979,6881
2980,4342
2981,8346
2982,7781
2983,8411
2984,8784
2985,7161
2986,1984
2987,8868
2988,9518
2989,2529
2990,5635
2991,3855
2992,7045
2993,7875
2994,1728
2995,1848
2996,3866
2997,9780
2998,8206
2999,3006
3000,9855
3001,3568
3002,1418
3003,5541
3004,4379
3005,4452
3006,7696
3007,3611
3008,3105
3009,4020
3010,5689
3011,8266
3012,5232
3013,7972
3014,9261
3015,6707
3016,4923
3017,2471
3018,8257
3019,1741
3020,1579
3021,5867
3022,9471
3023,3679
3024,8885
3025,1592
3026,6686
3027,3045
3028,1461
3029,5055
3030,4960
3031,2579
3032,8179
3033,8660
3034,9923
3035,5466
3036,4650
3037,8264
3038,8746
3039,4800
3040,4507
3041,6304
3042,4833
3043,7385
3044,3440
3045,9085
3046,3688
3047,1163
3048,6765
3049,5630
3050,7302
3051,3298
3052,3541
3053,1106
3054,5850
3055,7492
3056,8522
3057,1205
3058,3390
3059,9753
3060,1729
3061,9597
3062,9651
3063,6759
3064,2436
3065,6548
3066,9513
3067,3107
3068,9921
3069,5677
3070,2352
3071,7902
3072,5232
3073,7436
3074,2716
3075,2310
3076,5201
3077,7698
3078,8189
3079,8937
3080,8753
3081,4620
3082,6913
3083,8552
3084,9362
3085,1081
3086,2598
3087,5686
3088,4299
3089,1229
3090,4445
3091,9783
3092,6953
3093,7596
3094,7554
3095,3202
3096,4709
3097,2049
3098,8894
3099,4038
3100,4920
3101,7294
3102,4053
3103,4939
3104,1062
3105,5503
3106,5356
3107,6244
3108,3481
3109,5151
3110,1885
3111,4098
3112,9841
3113,1331
3114,3577
3115,3583
3116,7609
3117,1412
3118,5859
3119,2221
3120,8998
3121,6973
3122,1346
3123,2710
3124,9049
3125,9940
3126,3128
3127,5029
3128,4212
3129,1837
3130,1100
3131,6386
3132,9170
3133,9445
3134,8898
3135,9015
3136,9311
3137,7479
3138,8366
3139,9517
3140,6372
3141,5433
3142,4471
3143,8071
3144,3239
3145,1865
3146,1784
3147,8318
3148,6959
3149,8597
3150,3882
3151,7788
3152,5587
3153,1821
3154,2362
3155,6213
3156,5378
3157,6768
3158,6722
3159,4309
3160,3722
3161,2614
3162,1774
3163,4523
3164,7267
3165,4720
3166,6135
3167,7045
3168,5022
3169,2224
3170,2756
3171,4786
3172,2928
3173,5795
3174,7172
3175,5178
3176,1930
3177,8068
3178,7047
3179,9729
3180,2370
3181,5933
3182,5211
3183,2730
3184,2332
3185,9997
3186,4753
3187,9447
3188,2052
3189,1095
3190,8109
3191,2609
3192,9993
3193,8653
3194,2767
3195,5833
3196,6866
3197,3796
3198,8097
3199,3699
3200,2083
3201,3101
3202,8086
3203,4482
3204,9236
3205,6194
3206,3827
3207,8210
3208,6537
3209,3517
3210,2309
3211,3696
3212,1831
3213,4903
3214,9997
3215,8389
3216,3131
3217,8282
3218,2429
3219,2232
3220,6283
3221,2622
3222,8534
3223,5302
3224,9382
3225,4652
3226,9435
3227,9927
3228,8916
3229,9644
3230,1463
3231,9909
3232,1898
3233,7618
3234,9457
3235,1347
3236,5195
3237,6702
3238,6405
3239,3289
3240,1827
3241,3361
3242,4898
3243,6404
3244,3180
3245,3331
3246,9894
3247,8044
3248,2117
3249,5458
3250,4948
3251,6692
3252,4654
3253,6225
3254,8858
3255,6669
3256,4983
3257,5843
3258,4737
3259,4452
3260,2832
3261,9150
3262,4826
3263,9812
3264,9105
3265,4134
3266,1829
3267,4786
3268,6635
3269,8950
3270,2144
3271,5168
3272,8500
3273,7736
3274,9795
3275,2151
3276,8453
3277,3071
3278,6792
3279,8640
3280,7864
3281,2597
3282,1814
3283,6536
3284,9109
3285,9248
3286,3575
3287,2099
3288,5688
3289,4471
3290,7355
3291,9779
3292,2409
3293,6328
3294,1464
3295,5457
3296,3769
3297,8695
3298,8298
3299,2436
3300,7985
3301,1161
3302,5114
3303,8716
3304,4293
3305,4451
3306,7983
3307,1930
3308,6487
3309,1579
3310,1089
3311,8608
3312,9675
3313,1127
3314,6584
3315,7259
3316,5595
3317,2932
3318,3231
3319,2908
3320,4346
3321,7306
3322,6266
3323,5876
3324,9360
3325,4948
3326,7975
3327,5163
3328,8088
3329,1323
3330,7294
3331,2128
3332,5860
3333,8357
3334,2227
3335,3734
3336,8886
3337,3716
3338,4687
3339,1128
3340,2793
3341,9770
3342,2067
3343,3518
3344,1865
3345,9256
3346,3853
3347,4573
3348,7339
3349,6111
3350,6344
3351,2736
3352,3991
3353,5003
3354,6367
3355,4014
3356,7259
3357,8231
3358,1496
3359,7560
3360,8678
3361,5288
3362,6878
3363,9943
3364,2198
3365,8124
3366,1329
3367,3752
3368,1836
3369,7428
3370,9063
3371,8689
3372,6188
3373,1572
3374,7979
3375,7043
3376,4014
3377,4325
3378,9290
3379,2479
3380,8699
3381,6469
3382,4127
3383,3804
3384,1981
3385,5316
3386,7130
3387,1874
3388,8232
3389,8038
3390,5161
3391,6329
3392,1582
3393,5976
3394,7469
3395,4400
3396,5008
3397,2666
3398,4720
3399,1775
3400,7959
3401,1091
3402,5646
3403,3958
3404,1470
3405,9252
3406,5878
3407,5178
3408,9586
3409,3079
3410,8754
3411,4017
3412,6312
3413,4838
3414,6165
3415,5359
3416,6077
3417,5130
3418,8322
3419,4720
3420,9732
3421,4220
3422,6520
3423,3661
3424,7534
3425,2047
3426,4976
3427,3058
3428,6408
3429,8054
3430,4073
3431,2977
3432,8495
3433,3067
3434,7059
3435,9162
3436,3758
3437,4463
3438,9674
3439,3607
3440,8154
3441,2086
3442,6429
3443,9971
3444,4284
3445,4203
3446,9921
3447,9105
3448,3064
3449,3856
3450,3098
3451,9415
3452,8547
3453,4321
3454,4813
3455,3822
3456,5464
3457,1261
3458,2517
3459,6447
3460,2512
3461,8478
3462,1977
3463,9360
3464,5937
3465,9272
3466,8329
3467,7864
3468,8357
3469,3737
3470,4346
3471,9022
3472,7416
3473,6728
3474,6581
3475,7055
3476,6407
3477,2121
3478,6925
3479,7921
3480,1580
3481,5481
3482,5016
3483,3899
3484,4756
3485,1347
3486,8897
3487,8706
3488,2606
3489,4286
3490,7678
3491,6267
3492,6310
3493,4053
3494,8595
3495,5017
3496,4940
3497,2798
3498,1955
3499,1033
3500,2444
3501,9801
3502,3970
3503,3601
3504,5827
3505,1476
3506,2022
3507,6446
3508,4657
3509,9711
3510,1772
3511,4304
3512,9003
3513,6602
3514,4632
3515,5322
3516,9972
3517,7391
3518,5620
3519,9432
3520,9655
3521,9090
3522,9783
3523,4682
3524,4603
3525,3090
3526,5526
3527,9533
3528,4387
3529,9493
3530,6628
3531,2167
3532,3848
3533,1124
3534,9456
3535,4039
3536,2608
3537,9984
3538,5961
3539,6203
3540,5866
3541,1387
3542,2259
3543,7410
3544,6134
3545,6648
3546,1163
3547,8173
3548,4556
3549,8035
3550,5849
3551,5107
3552,2381
3553,2223
3554,1838
3555,2030
3556,1026
3557,5979
3558,4027
3559,6163
3560,3378
3561,7127
3562,1527
3563,9797
3564,6680
3565,4465
3566,3252
3567,4017
3568,5550
3569,5690
3570,7887
3571,9450
3572,1969
3573,8036
3574,2121
3575,8913
3576,5016
3577,6293
3578,7313
3579,8761
3580,1585
3581,1501
3582,2808
3583,1335
3584,3378
3585,4883
3586,9292
3587,8005
3588,1372
3589,5789
3590,4534
3591,2283
3592,2027
3593,8285
3594,3655
3595,7868
3596,2259
3597,3753
3598,4209
3599,9214
3600,1077
3601,5291
3602,5130
3603,5538
3604,2119
3605,8230
3606,6485
3607,7850
3608,4411
3609,3889
3610,3270
3611,7819
3612,7883
3613,7614
3614,6331
3615,5362
3616,2438
3617,1496
3618,2956
3619,5642
3620,5107
3621,5212
3622,7279
3623,6839
3624,2187
3625,5700
3626,4744
3627,4095
3628,4876
3629,9497
3630,2561
3631,7599
3632,5454
3633,2716
3634,5313
3635,4298
3636,4761
3637,5292
3638,5524
3639,3484
3640,2668
3641,5314
3642,9615
3643,1824
3644,1799
3645,3972
3646,2674
3647,1410
3648,4794
3649,7279
3650,6560
3651,2948
3652,3690
3653,8661
3654,1146
3655,4665
3656,1293
3657,5096
3658,7029
3659,7258
3660,7772
3661,8355
3662,7408
3663,8534
3664,8612
3665,1857
3666,3209
3667,3894
3668,6879
3669,7760
3670,5227
3671,5046
3672,6931
3673,5767
3674,5092
3675,8192
3676,7017
3677,1592
3678,1783
3679,8456
3680,5664
3681,6237
3682,3930
3683,6699
3684,2964
3685,3351
3686,9454
3687,6327
3688,1648
3689,9326
3690,3516
3691,3576
3692,1008
3693,5708
3694,4348
3695,9693
3696,2473
3697,7892
3698,8643
3699,8326
3700,2131
3701,5391
3702,1879
3703,7662
3704,7297
3705,1538
3706,4735
3707,5767
3708,5100
3709,7677
3710,5628
3711,7389
3712,9139
3713,8786
3714,5237
3715,9200
3716,6064
3717,1505
3718,7026
3719,1153
3720,1145
3721,9138
3722,5664
3723,4704
3724,9342
3725,1701
3726,2127
3727,5884
3728,1573
3729,8938
3730,5853
3731,6556
3732,2120
3733,7869
3734,2929
3735,2324
3736,4063
3737,7227
3738,5483
3739,3454
3740,5613
3741,6515
3742,6828
3743,3335
3744,1204
3745,2284
3746,8433
3747,8782
3748,4819
3749,2635
3750,5568
3751,5891
3752,2637
3753,6940
3754,7747
3755,4970
3756,4943
3757,6483
3758,5803
3759,6972
3760,5457
3761,4342
3762,7400
3763,4144
3764,1693
3765,9578
3766,2010
3767,1358
3768,1203
3769,1807
3770,7473
3771,9239
3772,1574
3773,6218
3774,2118
3775,2945
3776,3225
3777,8578
3778,4081
3779,2064
3780,2042
3781,3945
3782,4024
3783,4351
3784,5380
3785,7916
3786,8966
3787,9615
3788,9450
3789,4530
3790,8271
3791,4834
3792,8365
3793,6674
3794,7519
3795,4906
3796,7990
3797,4246
3798,7719
3799,8823
3800,5166
3801,5166
3802,1078
3803,1570
3804,5152
3805,2676
3806,5837
3807,1360
3808,1079
3809,8594
3810,1278
3811,7786
3812,7331
3813,3657
3814,3599
3815,9260
3816,5119
3817,8908
3818,8577
3819,1066
3820,5754
3821,8183
3822,6382
3823,4068
3824,2237
3825,8723
3826,1982
3827,9807
3828,2280
3829,4324
3830,6835
3831,1525
3832,9216
3833,1805
3834,5380
3835,4553
3836,8604
3837,3570
3838,9834
3839,1474
3840,7838
3841,9970
3842,5920
3843,5788
3844,4525
3845,3663
3846,2887
3847,9567
3848,5947
3849,1109
3850,3135
3851,6732
3852,1926
3853,5654
3854,2519
3855,7981
3856,1365
3857,4678
3858,1062
3859,5424
3860,1265
3861,4432
3862,2755
3863,9966
3864,2605
3865,8279
3866,4621
3867,3803
3868,9317
3869,1469
3870,8781
3871,7491
3872,1750
3873,8169
3874,9075
3875,1561
3876,1914
3877,1860
3878,2697
3879,2462
3880,5731
3881,3691
3882,6473
3883,2052
3884,3370
3885,1868
3886,9313
3887,1879
3888,5731
3889,4909
3890,9142
3891,8116
3892,6714
3893,6874
3894,3888
3895,1026
3896,5994
3897,9374
3898,4940
3899,9347
3900,8056
3901,5444
3902,5575
3903,9790
3904,3730
3905,5478
3906,2882
3907,8852
3908,8010
3909,2586
3910,8786
3911,5648
3912,1436
3913,3423
3914,8783
3915,3613
3916,3827
3917,2463
3918,8832
3919,6293
3920,6743
3921,5539
3922,2953
3923,7017
3924,4264
3925,3396
3926,5355
3927,4888
3928,3767
3929,5897
3930,2239
3931,9289
3932,6401
3933,2772
3934,9986
3935,9594
3936,6588
3937,2144
3938,7560
3939,8641
3940,9464
3941,1068
3942,3739
3943,7458
3944,5606
3945,5665
3946,2861
3947,9829
3948,4504
3949,6478
3950,1767
3951,7956
3952,9308
3953,8876
3954,8292
3955,5695
3956,7873
3957,9585
3958,7311
3959,8623
3960,2904
3961,7408
3962,5451
3963,4632
3964,5504
3965,3643
3966,3382
3967,3128
3968,6471
3969,5863
3970,3576
3971,9479
3972,2343
3973,4493
3974,9690
3975,7485
3976,4696
3977,4650
3978,5426
3979,4357
3980,9283
3981,1056
3982,2571
3983,8569
3984,9556
3985,8465
3986,9412
3987,8953
3988,7033
3989,8232
3990,9050
3991,4138
3992,3744
3993,9907
3994,9074
3995,8913
3996,5290
3997,1944
3998,3074
3999,9946
4000,8294
4001,5703
4002,7914
4003,8859
4004,1228
4005,6354
4006,5912
4007,7874
4008,1528
4009,6603
4010,6655
4011,4404
4012,3624
4013,5907
4014,1195
4015,1658
4016,7558
4017,1516
4018,1691
4019,3308
4020,5588
4021,2702
4022,5380
4023,3338
4024,4245
4025,5591
4026,8904
4027,2921
4028,7066
4029,3055
4030,3679
4031,5061
4032,9511
4033,4963
4034,3242
4035,4547
4036,7626
4037,6316
4038,2635
4039,9092
4040,6637
4041,8831
4042,2364
4043,1564
4044,4395
4045,3821
4046,6542
4047,6089
4048,5007
4049,5600
4050,6828
4051,1379
4052,6032
4053,9678
4054,6869
4055,6454
4056,8901
4057,5417
4058,2683
4059,1470
4060,6248
4061,4694
4062,3857
4063,5719
4064,2517
4065,8472
4066,5542
4067,7293
4068,7635
4069,8760
4070,1707
4071,2841
4072,9115
4073,9617
4074,7950
4075,2477
4076,4306
4077,7646
4078,2634
4079,2716
4080,2771
4081,5476
4082,4985
4083,8865
4084,1286
4085,8794
4086,6129
4087,7279
4088,2302
4089,2813
4090,5588
4091,1822
4092,3414
4093,1152
4094,5930
4095,9177
4096,7653
4097,6790
4098,6134
4099,6947
4100,3967
4101,9686
4102,4443
4103,4084
4104,7400
4105,2159
4106,2346
4107,9947
4108,3962
4109,5952
4110,8815
4111,9388
4112,7325
4113,8532
4114,9377
4115,3422
4116,3178
4117,7353
4118,3731
4119,7686
4120,4403
4121,9535
4122,3949
4123,4742
4124,3478
4125,7956
4126,7302
4127,2957
4128,3047
4129,5072
4130,6961
4131,5320
4132,2383
4133,9936
4134,3181
4135,2712
4136,5491
4137,5544
4138,4345
4139,9368
4140,2269
4141,4080
4142,3837
4143,9303
4144,7621
4145,2424
4146,6450
4147,5249
4148,4681
4149,2291
4150,5303
4151,3601
4152,1053
4153,6892
4154,6407
4155,7424
4156,9515
4157,7379
4158,4715
4159,8676
4160,2738
4161,8467
4162,8547
4163,2327
4164,2308
4165,7879
4166,5430
4167,9223
4168,3775
4169,6468
4170,2124
4171,6329
4172,7003
4173,7168
4174,9975
4175,5095
4176,8848
4177,8203
4178,3811
4179,9799
4180,2370
4181,6530
4182,5535
4183,1388
4184,7653
4185,1359
4186,7890
4187,8210
4188,2313
4189,5419
4190,5656
4191,6233
4192,8038
4193,1900
4194,8760
4195,8802
4196,8973
4197,1739
4198,5827
4199,4793
4200,8695
4201,9587
4202,8348
4203,6964
4204,4830
4205,7863
4206,2560
4207,6228
4208,3205
4209,1741
4210,7028
4211,4764
4212,8268
4213,2769
4214,5608
4215,9764
4216,2427
4217,6150
4218,9293
4219,5781
4220,5131
4221,2010
4222,6843
4223,6713
4224,9932
4225,5072
4226,5088
4227,1190
4228,3834
4229,7902
4230,6868
4231,4044
4232,5688
4233,8578
4234,3431
4235,1780
4236,8640
4237,5493
4238,6769
4239,7397
4240,5656
4241,8414
4242,5975
4243,7683
4244,4043
4245,3635
4246,4352
4247,3830
4248,3590
4249,5488
4250,9827
4251,6279
4252,5895
4253,5931
4254,9646
4255,4320
4256,9684
4257,8187
4258,8551
4259,9059
4260,7466
4261,5860
4262,9078
4263,1090
4264,3881
4265,2553
4266,7464
4267,3783
4268,8033
4269,4176
4270,1558
4271,4352
4272,8790
4273,3355
4274,8734
4275,1568
4276,7894
4277,4567
4278,8602
4279,3790
4280,4682
4281,3257
4282,8845
4283,4677
4284,2220
4285,2917
4286,2050
4287,1538
4288,5839
4289,3649
4290,6160
4291,1372
4292,4793
4293,4345
4294,2793
4295,3920
4296,7694
4297,7062
4298,5167
4299,8174
4300,9456
4301,2422
4302,4444
4303,5764
4304,9934
4305,1948
4306,7867
4307,3987
4308,7315
4309,1752
4310,4043
4311,7059
4312,1150
4313,7901
4314,1768
4315,7575
4316,1488
4317,8851
4318,8201
4319,3445
4320,2243
4321,1167
4322,8891
4323,4519
4324,6961
4325,7516
4326,5310
4327,4262
4328,9608
4329,2842
4330,1763
4331,7888
4332,9544
4333,7361
4334,5439
4335,7524
4336,4892
4337,7774
4338,6027
4339,1402
4340,5390
4341,8524
4342,8857
4343,2632
4344,2719
4345,2084
4346,7444
4347,8954
4348,9300
4349,5432
4350,1701
4351,3747
4352,5110
4353,4283
4354,6137
4355,5908
4356,9174
4357,4328
4358,3188
4359,6143
4360,6403
4361,7679
4362,2138
4363,6913
4364,4798
4365,7916
4366,4587
4367,6588
4368,7518
4369,5284
4370,2344
4371,8544
4372,9429
4373,1802
4374,6458
4375,5679
4376,8358
4377,8568
4378,6244
4379,9555
4380,3456
4381,4334
4382,7463
4383,3045
4384,2272
4385,2882
4386,4255
4387,5914
4388,9376
4389,6665
4390,6405
4391,2112
4392,2021
4393,3926
4394,8925
4395,2422
4396,7941
4397,9600
4398,8838
4399,6262
4400,3382
4401,6135
4402,6271
4403,9542
4404,5437
4405,7519
4406,8454
4407,5726
4408,7167
4409,9399
4410,7529
4411,4630
4412,7344
4413,6158
4414,5980
4415,1917
4416,2431
4417,4710
4418,9166
4419,9924
4420,7108
4421,9525
4422,6817
4423,4886
4424,6248
4425,6851
4426,8279
4427,1917
4428,1153
4429,6906
4430,6439
4431,7676
4432,2880
4433,4498
4434,7605
4435,4628
4436,5239
4437,6688
4438,1249
4439,7881
4440,1624
4441,5073
4442,8411
4443,2364
4444,6239
4445,7647
4446,9627
4447,8285
4448,8791
4449,1655
4450,5810
4451,2424
4452,1434
4453,4826
4454,6976
4455,8499
4456,3276
4457,1887
4458,8575
4459,8043
4460,9844
4461,6472
4462,5309
4463,1748
4464,4092
4465,4772
4466,5200
4467,3374
4468,4644
4469,2999
4470,4116
4471,8026
4472,6238
4473,2203
4474,5444
4475,6539
4476,8026
4477,1691
4478,5272
4479,8112
4480,9572
4481,3896
4482,4605
4483,8148
4484,9281
4485,8467
4486,9042
4487,6867
4488,9311
4489,9874
4490,2226
4491,3843
4492,8104
4493,5043
4494,5167
4495,2468
4496,4415
4497,2631
4498,6688
4499,3327
4500,4728
4501,5276
4502,5283
4503,3343
4504,3882
4505,7736
4506,2160
4507,3457
4508,8345
4509,3444
4510,6865
4511,7123
4512,9595
4513,5244
4514,7635
4515,8997
4516,5010
4517,5805
4518,8545
4519,8318
4520,6903
4521,4450
4522,2008
4523,4606
4524,2784
4525,2967
4526,1138
4527,8237
4528,2630
4529,7158
4530,9073
4531,7758
4532,8195
4533,7875
4534,3647
4535,7875
4536,3223
4537,3747
4538,4678
4539,6258
4540,1480
4541,5218
4542,6556
4543,9411
4544,6260
4545,8551
4546,6105
4547,7968
4548,2663
4549,2898
4550,8423
4551,1967
4552,1524
4553,9699
4554,4321
4555,8191
4556,3886
4557,3909
4558,2112
4559,2142
4560,2763
4561,7180
4562,6931
4563,3326
4564,7370
4565,5456
4566,2564
4567,3934
4568,8245
4569,7434
4570,7941
4571,1721
4572,4378
4573,8349
4574,3974
4575,6577
4576,4126
4577,9589
4578,9869
4579,4911
4580,7404
4581,5195
4582,1464
4583,8884
4584,3442
4585,7756
4586,3249
4587,2780
4588,9476
4589,8976
4590,3531
4591,3422
4592,7977
4593,2753
4594,5168
4595,4751
4596,8225
4597,5445
4598,9129
4599,5187
4600,2773
4601,6608
4602,8051
4603,5379
4604,2840
4605,5951
4606,4161
4607,5939
4608,7372
4609,7277
4610,6007
4611,8475
4612,7640
4613,8444
4614,2058
4615,3182
4616,4459
4617,8922
4618,5375
4619,5645
4620,4207
4621,1770
4622,8023
4623,8829
4624,3459
4625,4886
4626,6568
4627,3740
4628,1612
4629,7410
4630,1416
4631,9168
4632,2029
4633,7063
4634,6280
4635,9464
4636,5565
4637,7840
4638,2769
4639,8812
4640,3890
4641,5765
4642,8964
4643,1941
4644,3854
4645,4391
4646,9071
4647,5247
4648,7220
4649,3471
4650,7157
4651,2085
4652,8405
4653,4503
4654,2660
4655,7975
4656,8662
4657,5864
4658,6693
4659,3412
4660,7077
4661,8653
4662,6268
4663,5928
4664,9374
4665,3460
4666,7532
4667,7845
4668,9765
4669,8331
4670,4078
4671,2705
4672,2061
4673,5915
4674,7610
4675,4045
4676,6515
4677,1577
4678,6339
4679,8742
4680,1346
4681,8061
4682,1066
4683,5262
4684,3209
4685,7864
4686,7319
4687,6818
4688,3597
4689,1472
4690,7161
4691,8821
4692,9738
4693,7328
4694,9259
4695,3838
4696,1919
4697,7469
4698,7274
4699,5924
4700,6144
4701,3518
4702,4797
4703,4710
4704,1431
4705,7607
4706,6659
4707,1919
4708,5575
4709,8752
4710,2110
4711,8937
4712,9459
4713,1068
4714,3394
4715,8268
4716,4272
4717,1911
4718,5932
4719,5549
4720,8502
4721,1971
4722,2033
4723,6641
4724,1101
4725,8248
4726,6874
4727,6530
4728,3098
4729,9628
4730,5728
4731,6127
4732,1304
4733,7978
4734,4076
4735,2924
4736,5809
4737,8632
4738,3211
4739,1566
4740,4467
4741,5142
4742,2204
4743,6452
4744,8363
4745,9859
4746,2896
4747,8869
4748,7211
4749,1630
4750,4356
4751,9290
4752,5603
4753,6389
4754,1335
4755,3623
4756,1615
4757,5325
4758,2360
4759,9299
4760,6040
4761,2081
4762,2275
4763,5163
4764,9705
4765,3278
4766,5700
4767,8207
4768,4409
4769,5950
4770,7730
4771,1665
4772,2930
4773,8466
4774,1929
4775,3540
4776,6139
4777,7810
4778,3141
4779,7019
4780,4359
4781,5251
4782,7612
4783,6395
4784,3941
4785,4071
4786,7423
4787,3600
4788,2058
4789,7785
4790,5791
4791,6955
4792,7892
4793,7803
4794,5120
4795,2618
4796,4848
4797,9898
4798,4210
4799,1361
4800,3409
4801,8225
4802,7517
4803,7591
4804,8400
4805,2025
4806,5166
4807,7049
4808,5234
4809,5269
4810,8133
4811,5650
4812,5871
4813,8151
4814,7170
4815,2297
4816,7000
4817,4955
4818,9947
4819,6997
4820,3393
4821,3077
4822,7420
4823,7263
4824,5581
4825,3212
4826,7451
4827,4745
4828,8693
4829,8428
4830,5711
